2009,Entity_Type,School_No,School_Name,School_Type,School_Status,Prep Males Total,Prep Females Total,Prep Total,Year 1 Males Total,Year 1 Females Total,Year 1 Total,Year 2 Males Total,Year 2 Females Total,Year 2 Total,Year 3 Males Total,Year 3 Females Total,Year 3 Total,Year 4 Males Total,Year 4 Females Total,Year 4 Total,Year 5 Males Total,Year 5 Females Total,Year 5 Total,Year 6 Males Total,Year 6 Females Total,Year 6 Total,Primary Ungraded Males Total,Primary Ungraded Females Total,Primary Ungraded Total,Primary Total,Year 7 Males Total,Year 7 Females Total,Year 7 Total,Year 8 Males Total,Year 8 Females Total,Year 8 Total,Year 9 Males Total,Year 9 Females Total,Year 9 Total,Year 10 Males Total,Year 10 Females Total,Year 10 Total,Year 11 Males Total,Year 11 Females Total,Year 11 Total,Year 12 Males,Year 12 Females,Year 12 Total,Secondary Ungraded Males Total,Secondary Ungraded Females Total,Secondary Ungraded Total,Secondary Total,Grand Total
Government,1,3889,Thornbury Primary School,Primary,O,29,20,49,26,29,55,22,23,45,23,14,37,11,10,21,10,6,16,9,19,28,0,0,0,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,251
Government,1,3890,Footscray West Primary School,Primary,O,44,39,83,49,47,96,42,26,68,35,32,67,40,30,70,29,33,62,27,33,60,0,0,0,506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,506
Government,1,3892,Wandin North Primary School,Primary,O,15,12,27,14,8,22,10,16,26,8,11,19,13,5,18,8,14,22,7,3,10,0,0,0,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144
Government,1,3897,Gardenvale Primary School,Primary,O,44,46,90,35,47,82,44,36,80,55,36,91,41,45,86,40,39,79,41,44,85,0,0,0,593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,593
Government,1,3899,Beaumaris Primary School,Primary,O,32,36,68,43,36,79,54,37,91,42,51,93,51,46,97,31,40,71,37,33,70,0,0,0,569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,569
Government,1,3907,Currawa Primary School,Primary,O,1,2,3,0,1,1,0,2,2,0,2,2,0,2,2,3,1,4,2,1,3,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17
Government,1,3916,Echuca West Primary School,Primary,O,10,9,19,12,8,20,9.4,11,20.4,18,8,26,14,16,30,16,15.6,31.6,14,6,20,0,0,0,167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167
Government,1,3920,Cann River P-12 College,Pri/Sec,O,1,2,3,2,2,4,2,2,4,2,0,2,1,0,1,0,3,3,6,2,8,0,0,0,25,4,2,6,2,2,4,3,0,3,2,2,4,4.9,3,7.9,0,1,1,0,0,0,25.9,50.9
Government,1,3923,Altona Primary School,Primary,O,48,43.2,91.2,28,39,67,30,42,72,23,45,68,35,34,69,43,34,77,22,29,51,0,0,0,495.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,495.2
Government,1,3924,Devon Meadows Primary School,Primary,O,21,14.4,35.4,20,15,35,13,12,25,19,15.4,34.4,23,16,39,22,21,43,14,17,31,0,0,0,242.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,242.8
Government,1,3926,Upper Ferntree Gully Primary School,Primary,O,22,14,36,21,16,37,16,14,30,23,13.4,36.4,16,12,28,20,21,41,20,10,30,0,0,0,238.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,238.4
Government,1,3931,Eildon Primary School,Primary,O,0,5,5,7,0,7,5,4,9,6,5,11,3,8,11,4,3,7,6,5,11,0,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61
Government,1,3933,Bittern Primary School,Primary,O,12,9,21,16,12,28,17,16,33,17,10,27,16,20,36,19,12,31,17,14,31,0,0,0,207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,207
Government,1,3936,Colbinabbin Primary School,Primary,O,6,4,10,3,2,5,4,0,4,4,1,5,3,1,4,7,2,9,3,1,4,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41
Government,1,3937,Stanhope Primary School,Primary,O,2,3,5,2,2,4,2,4,6,3,4,7,6,5,11,6,4,10,5,1,6,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49
Government,1,3939,Hurstbridge Primary School,Primary,O,42,28,70,43,43,86,39,31,70,36,38,74,28,40,68,32,41,73,39,27,66,0,0,0,507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,507
Government,1,3941,Coburg West Primary School,Primary,O,45.6,38,83.6,37,40,77,33,36,69,33,32,65,41,33,74,44,25,69,36.1,33,69.1,0,0,0,506.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,506.7
Government,1,3942,Elwood Primary School,Primary,O,62,59,121,56,38,94,34,47,81,39,37,76,32,33,65,33,31,64,26,24,50,0,0,0,551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,551
Government,1,3943,Mont Albert Primary School,Primary,O,44,50,94,38,41,79,38,37,75,42,45,87,38,36,74,45,44,89,44,42,86,0,0,0,584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,584
Government,1,3944,Dhurringile Primary School,Primary,O,2,2,4,2,1,3,0,1,1,2,1,3,2,1,3,2,0,2,0,3,3,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19
Government,1,3947,Strathewen Primary School,Primary,O,1,2,3,0,4,4,5,1,6,3,2,5,2,1,3,4,7,11,2,1,3,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35
Government,1,3956,Don Valley Primary School,Primary,O,4,1,5,5,4,9,7,2,9,4,4,8,2,1,3,7,4,11,1,0,1,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46
Government,1,3960,Reservoir Primary School,Primary,O,14,20,34,11,13,24,15,15,30,11,18,29,18,11,29,16,13,29,21,12,33,0,0,0,208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,208
Government,1,3967,Yallourn North Primary School,Primary,O,11,9,20,4,8,12,8,13,21,4,6,10,12,9,21,10,6,16,17,6,23,0,0,0,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123
Government,1,3968,Toorloo Arm Primary School,Primary,O,9,15,24,8,11,19,10,11,21,8,10,18,8,3,11,9,9,18,7,9,16,0,0,0,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127
Government,1,3971,Girgarre Primary School,Primary,O,0,1,1,3,6,9,1,3,4,2,3,5,2,0,2,6,1,7,2,2,4,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32
Government,1,3976,Yaapeet Primary School,Primary,O,1,0,1,0,1,1,0,0,0,0,0,0,2,1,3,0,2,2,3,1,4,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
Government,1,3982,Gladysdale Primary School,Primary,O,7.2,3,10.2,3,5,8,6,10,16,11,11,22,12,7,19,9.4,5,14.4,11,12,23,0,0,0,112.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112.6
Government,1,3983,Mildura West Primary School,Primary,O,32,27,59,34,19,53,24,24,48,41,22,63,31,32,63,40,41,81,35,46,81,0,0,0,448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,448
Government,1,3987,Moonee Ponds Primary School,Primary,O,10,23,33,32,16,48,24,19,43,29,24,53,26,24,50,21,17,38,21,12,33,0,0,0,298,15,9,24,23,12,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,357
Government,1,3988,Kingsville Primary School,Primary,O,36,60,96,33,42,75,33,31,64,26,34,60,34.6,22,56.6,17,24,41,20,13,33,0,0,0,425.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,425.6
Government,1,3993,Kallista Primary School,Primary,O,10,14,24,3,8,11,12,17,29,9,13,22,14,5,19,9,10,19,11,6,17,0,0,0,141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141
Government,1,3996,Merbein West Primary School,Primary,C,4,5,9,6,5,11,9,6,15,9,5,14,5,2,7,7,5,12,3,4,7,0,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75
Government,1,4015,Essendon North Primary School,Primary,O,45,47,92,35,30,65,36,35,71,41,38,79,35,39,74,28,40,68,26,31,57,0,0,0,506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,506
Government,1,4025,Ascot Vale West Primary School,Primary,O,18,22,40,13,21,34,17,21,38,16,17,33,22,16,38,18,18,36,20,23,43,0,0,0,262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,262
Government,1,4041,Welton Primary School,Primary,O,3,0,3,3,2,5,2,3,5,3,1,4,5,1,6,2,4,6,7,5,12,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41
Government,1,4055,Hartwell Primary School,Primary,O,35,55,90,39,34,73,43,47,90,38,36,74,38,39,77,38,47,85,25,37,62,0,0,0,551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,551
Government,1,4057,Red Cliffs Primary School,Primary,O,8,8,16,13,7,20,11,12,23,13,9,22,14,15,29,13,15,28,19,14,33,0,0,0,171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,171
Government,1,4060,Wattle Glen Primary School,Primary,O,6,3,9,2,3,5,5,3,8,6,1,7,2,1,3,3,2,5,1,4,5,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42
Government,1,4062,Hampton Park Primary School,Primary,O,28,27,55,32,28,60,30,24,54,28,35,63,30,37,67,31,27,58,33,32,65,0,0,0,422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,422
Government,1,4064,Colac West Primary School,Primary,O,13,5,18,9,8,17,10,11,21,11,15,26,7,8,15,14,18,32,9,10.4,19.4,0,0,0,148.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148.4
Government,1,4081,Boronia Primary School,Primary,C,15,15,30,10,13,23,11,26,37,17,12,29,22,21,43,10,15,25,18,16,34,0,0,0,221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,221
Government,1,4087,Ripponlea Primary School,Primary,O,22,20,42,17,19,36,20,16,36,15,15,30,18,10,28,26,17,43,20,14,34,0,0,0,249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,249
Government,1,4098,Noojee Primary School,Primary,O,3,0,3,0,1,1,0,0,0,4,2,6,0,2,2,1,2,3,2,1,3,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18
Government,1,4112,Montmorency Primary School,Primary,O,20.4,8,28.4,10,6,16,9,8,17,2,3,5,5,5,10,9,8,17,19,6,25,0,0,0,118.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118.4
Government,1,4117,Moriac Primary School,Primary,O,16,18,34,12,18,30,14,7,21,17,16,33,20,18,38,17,11,28,11,10,21,0,0,0,205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,205
Government,1,4120,Ringwood North Primary School,Primary,O,32,43,75,35,33,68,41,26,67,35,32,67,35,32,67,38,29,67,32,25,57,0,0,0,468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,468
Government,1,4123,Red Cliffs East Primary School,Primary,O,6,7,13,5,7,12,3,7,10,13,6,19,4,8,12,13,6,19,11,6,17,0,0,0,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102
Government,1,4139,Lloyd Street Primary School,Primary,O,41,45,86,54,36,90,34,40,74,48,32,80,43,29,72,38,37,75,26,32,58,0,0,0,535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,535
Government,1,4143,Bayswater North Primary School,Primary,O,30.2,34,64.2,39,31,70,35,21,56,39,33,72,34,33,67,32,29,61,37,33,70,0,0,0,460.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,460.2
Government,1,4158,Westbreen Primary School,Primary,O,13,13,26,17,13,30,21,16,37,23.7,16,39.7,18,23,41,18,20,38,17,20,37,0,0,0,248.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,248.7
Government,1,4159,Point Cook Prep - Year 9 College,Pri/Sec,O,47,46,93,31,26,57,28,12,40,25,26,51,20,33,53,30,14,44,18,9,27,0,0,0,365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,365
Government,1,4160,Footscray North Primary School,Primary,O,23,17,40,19,15,34,22,27,49,27,17,44,27,17,44,17,18,35,24,19,43,0,0,0,289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,289
Government,1,4164,Piangil Primary School,Primary,O,1,1,2,0,2,2,1,1,2,3,1,4,0,1,1,4,1,5,3,0,3,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19
Government,1,4169,Airly Primary School,Primary,O,1,3,4,0,2,2,2,2,4,3,0,3,2,2,4,1,1,2,2,0,2,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21
Government,1,4170,Camberwell South Primary School,Primary,O,49,43,92,42,29,71,50,36,86,36,40,76,29,42,71,46,22,68,30,30,60,0,0,0,524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,524
Government,1,4171,Parkdale Primary School,Primary,O,39,43,82,31,28,59,33,33,66,39,33,72,28,29,57,31,27,58,33.4,25,58.4,0,0,0,452.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,452.4
Government,1,4176,Hughesdale Primary School,Primary,O,31,36,67,30,33,63,23,26,49,43,23,66,20,26,46,28,32,60,20,15,35,0,0,0,386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,386
Government,1,4177,Westgarth Primary School,Primary,O,35,36,71,45,50,95,25,24,49,25,18,43,42,24,66,23,26.6,49.6,31,25,56,0,0,0,429.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,429.6
Government,1,4183,Auburn South Primary School,Primary,O,44,34,78,39,40,79,43,49,92,47,40,87,48,33,81,26,33,59,31,30,61,0,0,0,537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,537
Government,1,4190,Nunawading Primary School,Primary,C,16,11,27,10,4,14,15,5,20,5,7,12,10,13,23,7,6,13,14,3,17,0,0,0,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126
Government,1,4193,Aspendale Primary School,Primary,O,32,26,58,24,24,48,26.4,23,49.4,17,23,40,23,21,44,22,27,49,14,14,28,0,0,0,316.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,316.4
Government,1,4212,Eltham North Primary School,Primary,O,36,42,78,40,35,75,45,31,76,55,29,84,23,39,62,39,41,80,30.4,32,62.4,0,0,0,517.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,517.4
Government,1,4215,Merrivale Primary School,Primary,O,22,13,35,13,11,24,18,16,34,15,13,28,19,15,34,13,23,36,13,22,35,0,0,0,226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,226
Government,1,4217,Dandenong West Primary School,Primary,O,21,19,40,25,21,46,18,14,32,25,21,46,17,13,30,22,19,41,23,19,42,0,0,0,277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,277
Government,1,4219,Yarra Road Primary School,Primary,O,32,32,64,27,25,52,36,31,67,19,23,42,32,22,54,21,19,40,31,13,44,0,0,0,363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,363
Government,1,4220,Aberfeldie Primary School,Primary,O,28,22,50,22,13,35,22,28,50,38,29,67,27,25,52,29,36,65,23,20,43,0,0,0,362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,362
Government,1,4224,Manifold Heights Primary School,Primary,O,27,30,57,21.6,23,44.6,29,29,58,24,23,47,21,37.6,58.6,23,33,56,36,23,59,0,0,0,380.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,380.2
Government,1,4226,Nungurner Primary School,Primary,O,1,2,3,2,2,4,2,0,2,1,1.6,2.6,1,1,2,3,0,3,1,1,2,0,0,0,18.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.6
Government,1,4257,Dingley Primary School,Primary,O,26,29,55,29,32,61,17,25,42,30,23,53,15,38,53,32,23,55,25,30,55,0,0,0,374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,374
Government,1,4263,Cardross Primary School,Primary,O,9,6,15,6,6,12,3,4,7,7,10,17,9,7,16,10,10,20,5,8,13,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
Government,1,4265,Albion Primary School,Primary,O,7,9,16,12,19,31,19,5,24,17,11,28,13,15,28,10,10,20,15,11,26,0,0,0,173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,173
Government,1,4267,Haig Street Primary School,Primary,C,9,3,12,13,5,18,10,5,15,6,10,16,13,8,21,12,4,16,12.4,10,22.4,0,0,0,120.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120.4
Government,1,4269,Lemnos Primary School,Primary,O,2,3,5,2,2,4,3,3,6,2,2,4,5,1,6,7,1,8,0,2,2,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35
Government,1,4275,Tarwin Lower Primary School,Primary,O,3,5,8,8,2,10,6,5,11,4,3,7,4,2,6,4,3,7,3,3,6,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55
Government,1,4290,Nepean Special School,Special,O,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.6,23.6,50.2,50.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.6,16,46.6,46.6,96.8
Government,1,4301,North Shore Primary School,Primary,C,8,9,17,7,10,17,15,7,22,11,9,20,16,4,20,8,13,21,13,11,24,0,0,0,141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141
Government,1,4304,Brunswick South West Primary School,Primary,O,23,21,44,31,24,55,21,16,37,19,20,39,21,27,48,23,12,35,14,23,37,0,0,0,295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,295
Government,1,4309,Bell Primary School,Primary,O,15,24,39,18.4,16,34.4,22,20,42,16,22,38,25,9,34,16,8,24,13,5,18,0,0,0,229.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,229.4
Government,1,4314,Chatham Primary School,Primary,O,44,25,69,40,21,61,36,33,69,29,29,58,32,30,62,21,24,45,24,34,58,0,0,0,422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,422
Government,1,4315,Caulfield South Primary School,Primary,O,33,38,71,38,30,68,32,36,68,36,35,71,36,34,70,41,22,63,32,20,52,0,0,0,463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,463
Government,1,4316,Preston East Primary School,Primary,C,6,6,12,5,8,13,5,3,8,11,7,18,7,9,16,6,8,14,12,10,22,0,0,0,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103
Government,1,4317,Ashburton Primary School,Primary,O,42,35,77,41,34,75,32,37,69,26,28,54,35,35,70,33,31,64,36,32,68,0,0,0,477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,477
Government,1,4318,Bentleigh West Primary School,Primary,O,41.6,46,87.6,45,43,88,30,30,60,32,33,65,37,24.4,61.4,27,26,53,20,23,43,0,0,0,458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,458
Government,1,4324,Seaspray Primary School,Primary,O,1,0,1,3,1,4,2,4,6,2,5,7,0,2,2,2,0,2,1,3,4,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26
Government,1,4332,Anglesea Primary School,Primary,O,6,6,12,9,6,15,11,9,20,11,14,25,14,10,24,14,12,26,8,5,13,0,0,0,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135
Government,1,4341,Briar Hill Primary School,Primary,O,10,19,29,14.4,14,28.4,15,18,33,13,13,26,19,8,27,11,9,20,3,6,9,0,0,0,172.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172.4
Government,1,4359,Zeerust Primary School,Primary,O,0,2,2,2,2,4,5,1,6,0,1,1,2,1,3,1,1,2,1,1,2,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20
Government,1,4366,Mckinnon Primary School,Primary,O,56,52,108,49,46,95,60,51,111,54,56,110,56,25,81,57,61,118,50,38,88,0,0,0,711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,711
Government,1,4384,Clayton South Primary School,Primary,O,15,11,26,12,17,29,18,9,27,15,21,36,12,23,35,10,9,19,16,14,30,0,0,0,202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202
Government,1,4386,Ivanhoe East Primary School,Primary,O,49,32,81,55,38,93,35,36,71,47,36,83,43,37,80,36,30,66,30,28,58,0,0,0,532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,532
Government,1,4387,Cobains Primary School,Primary,O,3,5,8,0,3,3,3,2,5,1,7,8,3,2,5,1,3,4,2,2,4,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37
Government,1,4389,Mildura South Primary School,Primary,O,41,41,82,53,47,100,44,42,86,41,58,99,53,43,96,40,47,87,58,43,101,0,0,0,651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,651
Government,1,4398,Tate Street Primary School Geelong,Primary,O,7,13,20,7,4,11,18,9,27,11,5,16,15,14.8,29.8,13,9,22,18.2,8,26.2,0,0,0,152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152
Government,1,4399,Brunswick North West Primary School,Primary,O,17,23,40,14,21,35,15,18,33,21,12,33,13,15,28,12,8,20,27,12,39,0,0,0,228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,228
Government,1,4401,Katandra West Primary School,Primary,O,3,0,3,0,7,7,6,8,14,8,7,15,12,7,19,6,7,13,6,3,9,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80
Government,1,4407,Fleetwood Primary School,Primary,O,27,32,59,41,25,66,19,24,43,38,29,67,33,27,60,30,29,59,33,32,65,0,0,0,419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,419
Government,1,4416,Sunnycliffs Primary School,Primary,O,5,2,7,6,4,10,6,6,12,3,6,9,3,1,4,7,7.2,14.2,8,2,10,0,0,0,66.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66.2
Government,1,4429,Sandringham East Primary School,Primary,O,30,34,64,35,31,66,41,27,68,22,18,40,25,24,49,23,28,51,29,20,49,0,0,0,387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,387
Government,1,4440,Seaholme Primary School,Primary,O,19,21,40,10,13,23,17,18,35,15,10,25,12,18,30,19.6,21,40.6,26,17,43,0,0,0,236.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,236.6
Government,1,4458,Somers Primary School,Primary,O,11,12,23,12,16,28,12,8,20,8,7,15,11,8,19,11,9,20,11,12,23,0,0,0,148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148
Government,1,4530,Upwey Primary School,Primary,O,4,6,10,4,7,11,4,5,9,9,6,15,2,2,4,6,10,16,11,10,21,0,0,0,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86
Government,1,4543,Coburg North Primary School,Primary,O,11,10,21,6,12,18,9.2,10,19.2,7,10,17,7,3,10,5,5,10,9,4,13,0,0,0,108.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108.2
Government,1,4545,Goongerah Primary School,Primary,C,1,0,1,1,2,3,1,2,3,1,2,3,1,0,1,1,0,1,0,1,1,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13
Government,1,4568,Rosanna Primary School,Primary,O,24,20,44,13,29,42,22,24,46,17,18,35,24,27,51,21,18,39,25,23,48,0,0,0,305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,305
Government,1,4582,Wantirna South Primary School,Primary,O,15,17,32,13,22,35,18,16,34,14,16,30,23,27,50,20,27,47,22,23,45,0,0,0,273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,273
Government,1,4593,Tubbut Primary School,Primary,C,1,0,1,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
Government,1,4612,Strathmore Primary School,Primary,O,49,30,79,45,28,73,41,33,74,31,37,68,30,21,51,45,34,79,32,35,67,0,0,0,491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,491
Government,1,4638,Balwyn North Primary School,Primary,O,24,14,38,19,31,50,23,25,48,36,24,60,43,37,80,34,34,68,56,42,98,0,0,0,442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,442
Government,1,4641,Solway Primary School,Primary,O,32.4,31,63.4,20,24,44,21,22,43,14,15,29,14,18,32,17,14,31,21,15,36,0,0,0,278.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,278.4
