2009,Entity_Type,School_No,School_Name,School_Type,School_Status,Prep Males Total,Prep Females Total,Prep Total,Year 1 Males Total,Year 1 Females Total,Year 1 Total,Year 2 Males Total,Year 2 Females Total,Year 2 Total,Year 3 Males Total,Year 3 Females Total,Year 3 Total,Year 4 Males Total,Year 4 Females Total,Year 4 Total,Year 5 Males Total,Year 5 Females Total,Year 5 Total,Year 6 Males Total,Year 6 Females Total,Year 6 Total,Primary Ungraded Males Total,Primary Ungraded Females Total,Primary Ungraded Total,Primary Total,Year 7 Males Total,Year 7 Females Total,Year 7 Total,Year 8 Males Total,Year 8 Females Total,Year 8 Total,Year 9 Males Total,Year 9 Females Total,Year 9 Total,Year 10 Males Total,Year 10 Females Total,Year 10 Total,Year 11 Males Total,Year 11 Females Total,Year 11 Total,Year 12 Males,Year 12 Females,Year 12 Total,Secondary Ungraded Males Total,Secondary Ungraded Females Total,Secondary Ungraded Total,Secondary Total,Grand Total
Government,1,2248,Nar Nar Goon Primary School,Primary,O,19,14,33,18,19,37,19,18,37,9,14,23,18,18,36,10,15,25,16,15,31,0,0,0,222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,222
Government,1,2253,Toora Primary School,Primary,O,5,1,6,3,2,5,4,2,6,2,4,6,3,7,10,7,1,8,6,7,13,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54
Government,1,2256,Benalla East Primary School,Primary,C,13,16,29,30,22,52,23,24,47,33,22,55,20,32,52,20,9,29,34,28,62,0,0,0,326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,326
Government,1,2259,Montrose Primary School,Primary,O,42,26,68,35,32,67,35,34,69,31,22,53,36,37,73,30,23,53,33,19,52,0,0,0,435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,435
Government,1,2265,Koondrook Primary School,Primary,O,3,1,4,2,2,4,6,2,8,8,0,8,1,2,3,4,4,8,4,4,8,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43
Government,1,2269,Katunga South Primary School,Primary,O,4,3,7,1,1,2,0,0,0,0,1,1,4,1,5,0,2,2,7,2,9,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26
Government,1,2271,Magpie Primary School,Primary,O,8,2,10,4,3,7,2,6,8,3,2,5,6,0,6,6,5,11,3,3,6,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53
Government,1,2282,Tawonga Primary School,Primary,O,2,1,3,4,0,4,3,3,6,3,1,4,5,3,8,1,5,6,1,4,5,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36
Government,1,2295,Narracan Primary School,Primary,O,4,0,4,3,5,8,2,2,4,2,1,3,0,2,2,0,6,6,1,1,2,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29
Government,1,2313,Drouin South Primary School,Primary,O,12,9,21,15,15,30,11,12,23,10,10,20,12,8,20,13,10,23,9,7,16,0,0,0,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153
Government,1,2318,Eskdale Primary School,Primary,O,2,1,3,0,1,1,0,3,3,2,0,2,2,0,2,1,3,4,4,0,4,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19
Government,1,2319,Darnum Primary School,Primary,O,5,4,9,8,2,10,3,6,9,8,6,14,8,4,12,6,5,11,5,4,9,0,0,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74
Government,1,2327,Moorooduc Primary School,Primary,O,21,21,42,18,13,31,16,18,34,24,21,45,13,16,29,18,16,34,18,19,37,0,0,0,252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,252
Government,1,2329,The Basin Primary School,Primary,O,32,21,53,17,17,34,20,22,42,20,12,32,22,18,40,30,14,44,16,17,33,0,0,0,278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,278
Government,1,2337,Tallangatta Valley Primary School,Primary,O,1,1,2,3,0,3,1,1,2,2,0,2,2,3,5,2,0,2,3,4,7,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23
Government,1,2343,Paynesville Primary School,Primary,O,9,13,22,18.6,18,36.6,18,13,31,14,22,36,19,13,32,14,10,24,12,14,26,0,0,0,207.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,207.6
Government,1,2367,Epsom Primary School,Primary,O,15,12,27,7,12,19,7,6,13,11,9,20,9,6,15,9,4,13,15,7,22,0,0,0,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129
Government,1,2374,Kensington Primary School,Primary,O,32,30,62,31,25,56,36,18,54,23,16,39,14,20,34,21,15,36,13,18,31,0,0,0,312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,312
Government,1,2382,Hazelwood North Primary School,Primary,O,14.5,11,25.5,11,10,21,7,10,17,8,13,21,16,8,24,14,10,24,9,13,22,0,0,0,154.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154.5
Government,1,2383,Mirboo North Primary School,Primary,O,19,16,35,16,15,31,19,19,38,20,18,38,18,16,34,12,19,31,34,20,54,0,0,0,261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,261
Government,1,2419,Yinnar Primary School,Primary,O,8,8,16,5,7,12,5,10,15,7,12,19,10,15,25,12,11,23,19,11,30,0,0,0,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140
Government,1,2432,Neerim South Primary School,Primary,O,8,15,23,7,6,13,9,11,20,17,8,25,12,14,26,11,8,19,9,13,22,0,0,0,148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148
Government,1,2436,Ivanhoe Primary School,Primary,O,33,34,67,35,28,63,40,25,65,38,40,78,40,46,86,33,32,65,51,37,88,0,0,0,512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,512
